Time,Track 0,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track 21,Track 22,Track 23,Track 24,Track 25,Track 26,Track 27,Track 28,Track 29,Track 30,Track 31,Track 32,Track 33,Track 34,Track 35,Track 36,Track 37,Track 38,Track 39,Track 40,Track 41,Track 42,Track 43,Track 44,Track 45,Track 46,Track 47,Track 48,Track 49,Track 50,Track 51,Track 52,Track 53,Track 54,Track 55,Track 56,Track 57,Track 58,Track 59,Track 60,Track 61,Track 62,Track 63,Track 64,Track 65,Track 66,Track 67,Track 68,Track 69,Track 70,Track 71,Track 72,Track 73,Track 74,Track 75,Track 76,Track 77,Track 78,Track 79,Track 80,Track 81,Track 82,Track 83,Track 84,Track 85,Track 86,Track 87,Track 88,Track 89,Track 90,Track 91,Track 92,Track 93,Track 94,Track 95,Track 96,Track 97,Track 98,Track 99,Track 100,Track 101,Track 102,Track 103,Track 104,Track 105,Track 106,Track 107,Track 108,Track 109,Track 110,Track 111,Track 112,Track 113,Track 114,Track 115,Track 116,Track 117,Track 118,Track 119,Track 120,Track 121,Track 122,Track 123,Track 124,Track 125,Track 126,Track 127,Track 128,Track 129,Track 130,Track 131,Track 132,Track 133,Track 134,Track 135,Track 136,Track 137,Track 138,Track 139,Track 140,Track 141,Track 142,Track 143,Track 144,Track 145,Track 146,Track 147,Track 148,Track 149,Track 150,Track 151,Track 152,Track 153,Track 154,Track 155,Track 156,Track 157,Track 158,Track 159,Track 160,Track 161,Track 162,Track 163,Track 164,Track 165,Track 166,Track 167,Track 168,Track 169,Track 170,Track 171,Track 172,Track 173,Track 174,Track 175,Track 176,Track 177,Track 178,Track 179,Track 180,Track 181,Track 182,Track 183,Track 184,Track 185,Track 186,Track 187,Track 188,Track 189,Track 190,Track 191,Track 192,Track 193,Track 194,Track 195,Track 196,Track 197,Track 198,Track 199,Track 200,Track 201,Track 202,Track 203,Track 204,Track 205,Track 206,Track 207,Track 208,Track 209,Track 210,Track 211,Track 212,Track 213,Track 214,Track 215,Track 216,Track 217,Track 218,Track 219,Track 220,Track 221,Track 222,Track 223,Track 224,Track 225,Track 226,Track 227,Track 228,Track 229,Track 230
10,43.777,48.514,44.287,47.076,47.498,46.598,46.364,46.41,45.574,46.563,45.537,46.507,45.184,48.224,47.653,47.362,48.119,45.76,45.969,55.88,50.097,49.925,48.104,44.856,46.307,47.598,50.607,47.096,-,43.662,-,53.797,48.785,53.745,47.358,45.179,45.199,50.378,47.073,-,-,46.77,50.148,47.037,47.134,47.574,47.885,54.295,44.816,50.485,47.984,46.39,47.586,46.989,47.147,45.479,45.781,48.633,44.015,32.94,-,46.069,-,44.271,47.136,-,-,47.567,50.275,-,44.704,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,43.603,47.864,44.159,46.993,46.503,50.037,46.25,46.308,45.538,46.495,45.438,46.315,45.154,48.172,47.385,47.34,47.818,-,45.656,54.244,49.654,50.346,48.41,44.8,-,47.518,50.258,46.936,43.734,43.721,-,52.57,47.868,52.897,47.34,45.331,45.316,50.555,47.047,-,-,46.726,49.973,46.905,46.963,47.044,48.879,53.192,45.196,49.921,48.579,46.427,47.131,46.77,47.662,45.227,45.781,50.071,44.154,32.367,28.549,45.752,-,44.168,46.656,-,-,47.087,50.336,-,44.491,30.818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,43.555,47.593,43.892,47.029,45.517,51.28,46.264,46.614,45.991,46.462,45.461,46.503,44.976,48.302,47.113,47.371,47.789,-,45.236,52.967,49.064,50.921,49.091,44.77,-,47.578,49.69,46.658,43.662,43.788,-,51.788,47.22,52.454,47.22,45.307,45.186,50.343,47.186,-,-,46.57,49.74,46.786,46.689,46.726,50.781,52.473,45.203,49.23,48.82,46.359,46.904,46.941,48.82,44.86,46.228,51.615,44.027,32.387,28.822,45.414,-,44.179,46.573,43.099,-,47.097,50.025,-,44.507,30.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,43.37,47.166,44.008,47.146,45.159,50.187,45.977,46.478,47.772,46.409,45.238,46.538,44.904,48.657,47.238,47.403,47.856,-,45.195,52.115,51.939,50.866,49.401,44.692,-,47.466,49.286,46.554,43.75,43.757,-,51.26,47.409,51.518,47.092,45.17,45.17,50.251,46.933,-,-,46.439,49.036,46.83,46.41,48.844,49.709,51.936,45.435,48.402,48.69,46.23,46.748,46.606,49.601,44.885,-,53.618,44.148,32.158,28.968,45.107,-,44.15,46.569,42.692,-,47.027,49.427,-,44.437,30.897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,-,46.668,44.0,46.569,44.808,49.099,45.814,46.378,48.955,46.487,45.005,46.749,44.925,48.348,47.254,47.194,47.856,-,44.908,52.105,54.459,50.264,49.359,44.701,-,47.426,48.845,46.517,44.016,43.658,-,50.981,47.633,50.708,47.139,44.837,45.027,50.287,46.69,-,-,46.525,48.85,46.924,46.291,55.927,49.17,52.033,45.142,47.788,48.738,46.017,46.69,46.405,51.339,44.541,-,52.701,44.024,32.814,28.769,44.881,-,43.995,46.244,42.562,-,46.992,49.119,-,44.168,30.684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,-,46.196,44.158,46.275,44.314,48.531,45.717,46.336,52.72,46.36,45.107,46.956,44.884,48.522,47.228,46.923,47.722,46.139,44.757,51.658,53.111,49.497,49.258,44.458,-,47.454,48.455,46.426,43.892,43.901,-,50.385,48.008,50.282,46.932,44.866,45.073,50.045,46.523,-,45.614,46.268,48.838,47.258,46.211,56.275,48.676,52.144,45.023,47.929,49.442,46.162,46.539,46.224,55.817,44.665,-,51.629,43.895,41.379,28.664,44.768,-,44.101,46.191,42.658,46.967,-,48.678,-,43.997,30.594,-,-,-,46.402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,-,45.911,44.326,45.912,44.315,47.764,45.85,46.22,52.75,46.278,45.1,47.1,44.88,48.746,47.16,46.796,47.515,47.561,44.601,51.284,52.103,48.932,49.79,44.478,-,47.344,48.226,46.442,43.869,44.132,-,50.144,47.957,49.972,47.059,44.563,46.874,50.052,46.39,-,45.625,46.272,48.722,46.993,46.214,54.574,48.453,54.736,45.527,48.081,51.041,46.123,46.179,46.251,55.626,44.505,-,50.399,44.119,42.239,-,44.427,-,44.168,-,42.083,47.366,-,49.567,-,44.219,30.782,-,45.606,-,46.503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,-,46.702,44.179,45.561,43.924,47.482,45.702,46.19,51.43,46.179,45.097,47.549,45.027,55.511,47.077,46.553,47.49,47.563,44.45,51.398,51.176,48.455,52.73,44.47,-,47.442,48.216,46.567,43.919,44.075,-,49.927,48.749,49.629,47.207,44.565,46.427,50.128,46.291,-,45.736,46.423,48.474,46.836,46.049,53.123,49.391,54.971,47.244,47.582,57.479,45.936,46.003,46.202,54.405,44.351,-,49.212,44.021,39.083,-,44.39,-,44.023,-,42.116,47.546,46.469,51.905,-,44.101,30.673,46.199,45.599,45.506,47.212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,-,47.668,43.805,45.951,43.841,47.057,45.538,46.044,50.426,46.318,45.004,47.677,45.219,57.714,46.609,46.242,47.685,47.04,44.318,51.959,50.598,48.12,53.935,44.566,-,47.268,48.052,47.515,43.826,44.263,-,49.462,49.753,49.415,46.931,44.611,48.606,50.084,46.415,-,45.539,46.342,48.163,46.645,46.128,51.913,49.227,54.326,46.933,48.187,57.033,45.996,45.893,46.442,53.097,44.028,-,48.684,43.773,36.593,-,44.389,-,44.081,-,41.989,47.025,46.848,54.258,-,44.335,30.557,46.005,45.446,45.372,47.768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,-,47.451,44.007,46.156,43.708,46.657,45.602,46.1,49.976,46.009,45.103,47.642,45.599,56.621,46.638,46.366,47.579,46.773,44.41,51.501,50.071,47.463,53.712,44.352,46.138,47.256,47.872,47.234,45.228,44.351,-,48.761,49.235,48.956,46.899,44.417,50.441,49.931,46.152,-,46.506,46.385,47.941,46.696,45.969,51.047,48.537,53.231,46.704,47.887,55.183,46.056,46.128,-,52.748,43.945,-,48.135,43.828,33.158,-,44.555,-,44.323,-,42.247,46.688,46.976,54.304,-,44.308,30.413,45.862,-,45.43,47.315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,-,47.861,44.15,46.279,43.458,46.328,45.443,45.812,49.061,45.802,44.854,47.672,45.706,55.045,46.466,45.972,47.617,46.569,44.366,52.359,49.623,47.095,53.111,44.192,46.111,47.128,47.858,46.892,47.87,44.429,-,49.16,48.989,48.916,46.76,44.486,49.929,50.154,46.101,-,48.016,46.438,47.589,46.761,45.876,50.603,48.176,52.575,46.339,48.001,53.928,46.043,46.37,-,51.973,44.151,-,47.418,43.766,32.176,28.928,44.49,-,-,-,42.119,46.619,46.673,53.79,-,44.338,30.454,-,-,-,47.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,-,48.482,43.993,46.876,43.41,45.772,45.465,45.718,48.362,45.634,45.124,47.12,45.579,53.82,46.549,45.848,47.745,46.08,44.203,53.366,49.2,46.969,52.665,44.366,-,47.303,47.558,46.778,48.068,44.087,-,50.764,50.053,48.943,46.714,44.402,49.115,50.023,46.238,-,48.092,46.629,47.553,46.64,45.658,50.021,48.135,51.991,45.956,50.151,52.794,45.965,46.437,-,51.621,43.74,48.777,47.044,43.773,32.438,29.762,44.686,-,44.243,-,42.134,46.638,46.513,52.88,-,44.243,30.514,-,-,-,46.725,42.461,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,-,47.3,43.996,46.935,43.132,45.662,45.377,45.49,47.809,45.458,44.9,46.55,45.295,52.907,46.418,45.798,48.123,45.981,44.033,53.455,49.045,46.766,52.121,44.326,45.949,47.284,47.47,46.772,47.211,44.295,-,49.601,51.192,48.697,46.575,44.302,48.348,49.853,46.449,-,47.462,46.689,47.272,46.534,46.176,49.202,48.035,51.673,45.549,53.51,51.891,45.813,46.674,-,51.33,43.836,48.858,46.422,43.806,31.989,30.127,44.422,-,49.601,-,42.063,48.031,46.465,52.052,-,44.462,30.486,-,-,-,46.479,42.226,49.507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,-,46.678,43.826,46.788,43.183,45.766,45.543,45.814,47.198,45.441,44.764,46.355,44.817,51.794,46.332,46.278,48.721,45.728,44.188,52.652,48.742,47.442,51.533,44.298,45.718,47.318,47.238,46.525,46.75,44.17,-,-,52.059,48.832,46.716,44.13,47.987,49.702,46.358,-,47.016,46.681,47.344,46.447,46.2,49.087,48.0,51.842,45.348,55.024,51.044,45.845,48.004,-,51.453,43.822,-,46.119,43.591,32.012,29.669,44.477,-,-,-,42.21,48.961,46.295,51.813,-,44.207,30.204,-,-,-,-,42.39,52.063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,-,46.533,43.665,46.98,43.298,45.37,45.873,45.857,46.769,45.36,44.746,46.056,44.593,51.174,46.06,45.802,48.567,45.569,45.521,52.163,48.34,48.459,51.232,44.322,45.77,47.302,47.461,46.593,46.282,44.372,-,-,51.931,48.583,46.617,44.04,47.573,49.502,46.227,-,46.368,46.728,47.254,46.367,45.877,48.818,47.947,51.668,45.25,53.603,50.45,45.712,47.981,-,51.302,43.25,-,45.782,43.632,31.256,29.486,44.295,-,-,-,43.151,49.888,46.36,51.274,-,-,30.166,-,-,45.541,-,42.425,55.043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,-,46.865,43.688,47.234,42.989,45.271,45.498,45.83,46.332,45.24,45.035,45.916,44.857,50.35,45.969,45.636,49.764,45.535,45.077,51.541,48.367,50.294,50.732,44.228,45.501,47.354,47.849,46.407,45.792,44.083,-,-,51.518,48.39,46.644,43.907,47.101,49.677,46.359,-,46.119,46.571,47.24,46.417,45.557,48.535,47.677,51.095,45.132,51.969,50.196,45.744,48.151,-,51.069,43.348,51.059,45.674,43.597,30.866,29.358,44.451,-,-,-,44.381,50.41,46.219,50.984,-,-,30.159,-,-,48.083,-,42.148,54.159,44.284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,-,49.113,43.9,47.113,43.017,45.371,45.423,45.925,46.314,45.366,44.968,45.482,44.573,50.081,47.542,45.669,50.834,45.527,44.828,51.109,48.007,51.116,50.538,44.247,45.674,47.421,47.597,46.398,45.453,43.979,-,-,50.039,48.175,46.334,43.744,46.929,49.397,46.065,-,45.892,46.541,47.298,46.256,45.509,48.017,47.453,50.748,44.872,50.494,49.479,45.587,48.403,-,-,43.383,50.818,45.461,43.435,-,28.881,44.39,-,-,-,44.375,49.936,46.514,51.491,-,-,30.08,-,-,48.65,-,-,53.766,44.123,43.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,-,51.585,43.804,46.566,42.796,45.2,45.419,45.892,45.846,45.259,44.503,45.298,44.453,49.721,47.713,45.766,50.445,45.298,45.016,50.909,48.497,50.964,50.705,44.255,-,47.179,47.256,46.271,45.22,43.944,-,-,48.82,48.204,46.32,43.741,46.475,49.561,45.876,-,45.607,46.797,47.219,46.228,45.952,47.399,47.211,50.79,44.708,49.487,49.255,45.598,48.586,-,-,43.459,50.294,45.196,43.595,-,28.794,44.395,-,-,-,44.765,49.562,47.37,51.275,-,-,30.32,-,-,48.103,-,-,52.684,-,43.178,44.144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,-,50.459,43.514,46.438,42.869,45.167,45.395,46.087,45.442,45.101,45.011,45.222,44.218,49.541,47.359,45.473,49.784,45.176,44.686,50.303,48.097,50.72,50.561,44.007,45.587,47.226,47.116,46.204,45.08,43.794,-,-,48.121,47.806,46.367,43.414,46.358,49.244,45.814,-,45.244,46.809,47.171,46.166,46.043,47.366,46.885,50.418,44.705,48.583,48.833,45.37,47.457,-,-,43.515,50.012,45.112,43.632,-,28.756,44.238,-,-,-,44.067,48.813,47.587,51.065,-,-,30.14,-,-,47.622,-,-,52.194,-,-,44.043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,-,49.095,43.534,45.955,43.319,44.642,45.282,45.904,45.395,45.223,45.069,46.475,44.498,49.156,46.943,45.426,49.485,45.27,44.538,50.068,48.142,50.049,50.471,44.079,45.558,47.14,46.947,46.099,44.862,43.988,-,-,47.537,47.657,46.497,46.254,46.159,49.378,45.766,-,45.041,46.674,47.211,46.242,48.883,46.933,47.147,50.315,44.438,47.955,48.299,45.518,46.801,-,-,43.419,49.769,44.842,43.929,-,28.401,44.278,-,-,-,43.742,48.521,48.148,50.852,-,-,30.223,-,-,47.158,-,-,51.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,-,48.176,43.61,46.097,43.19,44.53,45.417,45.814,45.332,45.105,45.067,50.005,44.493,48.892,46.832,45.527,49.047,44.919,44.398,49.47,47.892,49.212,50.175,44.236,-,47.198,46.816,45.999,44.601,43.858,-,-,47.25,47.764,46.316,49.979,45.899,49.278,46.2,-,45.012,46.493,47.502,47.809,50.79,47.737,47.557,50.949,44.482,47.615,48.386,45.482,46.523,-,-,43.591,49.494,44.579,43.963,-,-,44.417,-,-,-,43.358,48.017,50.008,50.148,-,-,30.095,-,-,46.615,-,-,51.279,-,-,-,45.27,43.92,47.559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
